id,word,moe_level,kk_phonetics,definition_zh,example_sentence,sentence_zh,cefr_level,grammar_pattern,word_count,subject_type,source,reviewed,notes
3503,decommission,,dɪ'kɑmɪʃən,(動) 停止使用；退役　(名) 停止使用；廢棄,"Decommissioning the old nuclear power plant, the government invested heavily in renewable energy sources.",停止使用老舊核電廠，政府在再生能源上投入了大量資金。,B1,participial,12,gerund/noun phrase (government),Claude AI,,
3504,decommissioned,,dɪ'kɑmɪʃənd,(形) 停用的；退役的　(動過去分詞) 已停用；已退役,"The decommissioned nuclear power plant, which operated for forty years, was finally closed last summer.",那座已停用的核電廠在運作了四十年後，終於在去年夏天關閉。,B1,adj_clause,13,noun,Claude AI,,
3505,decompose,,dɪ'kɑmˌpoz,(動) 分解；腐爛；使分裂,"If organic waste were left in the landfill, it would decompose into harmful methane gas.",如果有機廢棄物留在垃圾掩埋場，它就會分解成有害的甲烷氣體。,B1,conditional_1,13,noun_phrase,Claude AI,,
3506,decor,,'dɛkɚ,(名) 裝飾；布置,The colorful decor in the restaurant makes customers feel happy and relaxed.,餐廳色彩繽紛的裝飾讓顧客感到開心且放鬆。,A2,simple,12,noun,Claude AI,,
3507,decorate,3,dɪ'kɔret,(動) 裝飾；布置；授予勳章,The students painted the classroom walls to decorate the space for graduation.,學生粉刷教室的牆壁以裝飾空間迎接畢業典禮。,B1,infinitive_purpose,12,noun (the students),Claude AI,,
3508,decoration,4,ˌdɛkə'reʃən,(名) 裝飾；裝飾品　(動) 裝飾；美化,The colorful balloons and paper chains served as beautiful decorations for the school festival.,五彩繽紛的氣球和紙鏈成為學校慶典的美麗裝飾。,A2,compound,12,object_noun,Claude AI,,
3509,decorative,,'dɛkɚətɪv,(形) 裝飾的；裝飾用的　(名) 裝飾品；裝飾物,"Although the vase is decorative, it adds elegance to the living room.",雖然花瓶是裝飾性的，但它為客廳增添了優雅。,A2,adv_clause,11,noun,Claude AI,,
3510,decouple,,dɪ'kʌpəl,(動) 分離；脫鉤　解除關聯,"Having decoupled the two systems, engineers discovered improved efficiency across both platforms.",在分離這兩個系統後，工程師發現兩個平台的效率都提高了。,B1,participial_perf,12,noun_phrase,Claude AI,,
3511,decrease,3,,(動) [dɪˈkris] 減少；降低　(名) [ˈdikris] 減少；下降,The pollution that decreases air quality requires immediate government action.,那個降低空氣品質的污染需要政府立即採取行動。,A2,adj_clause,11,noun,Claude AI,,
3512,decree,,dɪ'kri,(名) 法令；政令　(動) 下令；頒布,The government issued a new decree banning single-use plastic bags in all stores.,政府頒布新法令，禁止所有商店使用一次性塑膠袋。,B1,compound,12,noun,Claude AI,,
3513,dedicate,5,dɪ'dɪket,(動) 致力於；奉獻；獻身,"If athletes dedicated themselves to training daily, they would achieve their Olympic dreams.",如果運動員每天致力於訓練，他們就能實現奧運夢想。,B1,conditional_2,12,noun,Claude AI,,
3514,dedicated,,'dɛdəˌketɪd,(形) 專注的；全心投入的；獻身的,A dedicated student spends hours studying for the CSAT exam.,一位專注的學生花許多小時準備學測考試。,A2,simple,11,noun (student),Claude AI,,
3515,dedication,6,ˌdɛdɪ'keʃən,(名) 奉獻；獻身；專注,"Dedicating herself to environmental protection, Maria established a community garden inspiring thousands of teenagers.",瑪麗亞獻身於環境保護，創辦了一個社區花園，激勵了數千名青少年。,B1,participial,13,noun (proper noun: Maria),Claude AI,,
3516,dedollarization,,ˌdiˌdɑlɚaɪ'zeʃən,(名) 去美元化；減少對美元的依賴,"As geopolitical tensions increase, many countries pursue dedollarization so that they reduce their economic dependence on the United States.",隨著地緣政治緊張局勢加劇，許多國家推行去美元化，以便減少對美國的經濟依賴。,B2,adv_clause,13,noun (countries),Claude AI,,
3517,dedollarize,,dɪ'dɑləraɪz,(動) 減少對美元的依賴；去美元化,Only after several countries began to dedollarize their reserves did global financial systems start to shift.,只有在幾個國家開始去美元化他們的外匯儲備之後，全球金融體系才開始轉變。,B1-B2,inversion,13,noun (countries),Claude AI,,
3518,deduce,,dɪ'dus,(動) 推斷；推理；演繹,"Based on the clues that the detective found at the crime scene, he could deduce the suspect's identity.",根據偵探在犯罪現場找到的線索，他能推斷出嫌疑人的身份。,B1,adj_clause,12,noun (detective),Claude AI,,
3519,deduct,6,dɪ'dʌkt,(動) 扣除；減去；推斷,The company will deduct a portion of your salary to pay for health insurance.,公司將從你的薪水中扣除一部分來支付健康保險。,B1,infinitive_purpose,13,noun,Claude AI,,
3520,deductible,,dɪ'dʌktəbəl,(形) 可扣除的；可抵扣的　(名) 免賠額；自付額,"With a high deductible health insurance plan, patients pay more out-of-pocket costs before coverage begins.",在高自付額的健康保險計畫中，患者在保險開始理賠前需要自己支付更多費用。,B1,compound,15,noun_phrase,Claude AI,,
3521,deduction,,dɪ'dʌkʃən,(名) 扣除；減少；推理,The company made a tax deduction for business expenses this year.,今年公司對商業開支進行了稅務扣除。,B1,simple,10,noun,Claude AI,,
3522,deed,3,did,(名) 行為；事蹟　(動) 做；行動,"Although the deed was small, it made a real difference to the community.",雖然這個行為很小，但它對社區產生了真實的影響。,A2,adv_clause,12,noun (deed),Claude AI,,
3523,deem,6,dɪm,(動) 認為；視為；判定,"Deeming the proposal impractical, the committee rejected it without further discussion.",委員會認為該提案不切實際，因此未加討論就否決了它。,B1,participial,12,noun_phrase,Claude AI,,
3524,deep in one’s mind,,,(片語) 心裡深處；內心深層,The worry that exists deep in one's mind often surfaces when facing major decisions.,心裡深處存在的擔憂，往往在面臨重大決定時浮現出來。,B1,adj_clause,12,noun_phrase,Claude AI,,
3525,deep-fried,,dip-'fraɪd,(形) 油炸的；炸過的,"If the oil temperature is not hot enough, the deep-fried chicken will absorb too much oil.",如果油溫不夠熱，油炸雞肉會吸收太多油脂。,B1,conditional_1,13,noun,Claude AI,,
3526,deep,1,'dip,(形) 深的；深度大的；深層的,The ocean has many deep places where sunlight cannot reach.,海洋有許多陽光無法到達的深處。,A2,simple,12,noun (ocean),Claude AI,,
3527,deepen,3,dɪ'pɪn,(動) 加深；深化；加強,Students read classic literature to deepen their understanding of human nature.,學生閱讀經典文學作品來加深對人性的理解。,B1,infinitive_purpose,10,noun,Claude AI,,
3528,deeply,1,'diplɪ,(副) 深深地；深入地；認真地,The pollution problem deeply affects air quality and public health in many cities.,污染問題深深地影響許多城市的空氣品質和公眾健康。,A2,compound,12,noun,Claude AI,,
3529,deer,2,'dɪr,(名) 鹿；梅花鹿,"When hikers enter the forest where deer live, they must move quietly so as not to startle the animals.",當登山者進入鹿棲息的森林時，他們必須安靜行動以免嚇到動物。,A2,adv_clause,14,noun,Claude AI,,
3530,defamation,,dɪ'fæməʃən,(名) 誹謗；名譽損害　(動) 誹謗；傷害...的名譽,"Having spread false rumors about the celebrity, the blogger was sued for defamation and ordered to pay damages.",在散播關於這位名人的虛假謠言後，該部落客因誹謗罪被起訴並被判賠償損失。,B1-B2,participial_perf,14,noun_phrase,Claude AI,,
3531,defamatory,,dɪ'fæmətɔri,(形) 誹謗的；損害名譽的,The newspaper published defamatory statements that harmed the politician's reputation.,這家報紙刊登了損害該政治人物名譽的誹謗言論。,B2,adj_clause,10,noun (newspaper),Claude AI,,
3532,default,6,dɪ'fɔlt,(名) 違約；不履行；預設值　(動) 未履行義務；違約,Failing to submit the project on time will result in a default on the assignment.,未能按時提交專案將導致該作業被記為違約。,B1,compound,12,gerund + noun phrase,Claude AI,,
3533,defeat,4,dɪ'fɪt,(動) 擊敗；戰勝　(名) 失敗；敗北,"If our team practiced harder, we would defeat the champions in next month's final.",如果我們隊伍練習更努力，我們將在下個月的決賽中擊敗冠軍隊。,B1,conditional_2,12,noun (our team),Claude AI,,
3534,defect,6,,(名) [ˈdifɛkt] 缺陷；瑕疵　(動) [dɪˈfɛkt] 背棄；叛逃,The phone manufacturer recalled all units because a serious defect made the battery overheat.,手機製造商召回所有單位，因為一個嚴重缺陷導致電池過熱。,B1,simple,14,noun (manufacturer),Claude AI,,
3535,defective,,dɪ'fɛktɪv,(形) 有缺陷的；不完美的；故障的,"Having discovered a defective battery, the technician replaced it immediately.",技術員發現電池有缺陷後，立即更換了它。,B1,participial,12,noun (technician),Claude AI,,
3536,defence,,dɪ'fɛns,(名) 防守；防禦；辯護,"Although the team's defence improved significantly, they still lost the championship match last weekend.",雖然球隊的防守明顯進步，但他們上週末仍然在冠軍賽中落敗。,B1,adv_clause,13,noun,Claude AI,,
3537,defend,4,dɪ'fɛnd,(動) 保護；防守；為...辯護,Not only soldiers but also citizens defend their nation against invaders.,不僅士兵，市民也保護他們的國家抵禦入侵者。,B1,inversion,11,noun,Claude AI,,
3538,defendant,5,dɪ'fɛndənt,(名) 被告；被指控的人,The defendant who was accused of theft denied all charges in court.,被指控偷竊的被告在法庭上否認了所有指控。,B1,adj_clause,12,noun,Claude AI,,
3539,defender,,dɪ'fɛndɚ,(名) 防守者；後衛；保護者,The defender worked hard to prevent the opponent from scoring goals.,防守者努力工作以防止對手進球。,B1,infinitive_purpose,11,noun,Claude AI,,
3540,defense,4,dɪ'fɛns,(名) 防守；防衛；辯護,The basketball team's strong defense and quick counterattacks helped them win the championship.,籃球隊的強力防守和迅速的反擊幫助他們贏得冠軍。,B1,compound,12,noun,Claude AI,,
3541,defensible,4,dɪ'fɛnsəbəl,(形) 可防守的；站得住腳的,The government's decision to raise education funding is defensible based on student achievement data.,根據學生成績數據，政府提高教育經費的決定是站得住腳的。,B1,simple,13,noun (government's decision),Claude AI,,
3542,defensive,4,dɪ'fɛnsɪv,(形) 防守的；防禦的；易怒的,"Although the team played defensively throughout the match, they managed to secure a crucial victory.",雖然球隊整場比賽採取防守策略，但他們還是設法贏得了關鍵的勝利。,B1,adv_clause,13,noun,Claude AI,,
3543,defer,,dɪ'fɝ,(動) 延遲；推遲；尊重,"Deferring the important decision to next month, the committee members decided to gather more information first.",將這個重要決定推遲到下個月，委員會成員決定先蒐集更多資訊。,B1,participial,12,noun (committee members),Claude AI,,
3544,deference,,'dɛfɚəns,(名) 尊重；敬意；讓步,The student showed deference to the teacher who had guided him through difficult problems.,這位學生對曾幫助他解決困難問題的老師表示了尊重。,B1,adj_clause,12,noun,Claude AI,,
3545,deferential,,dɪ'fɛrənʃəl,(形) 恭敬的；謙恭的；尊重他人的,"If the student shows deferential respect toward teachers, better relationships will develop naturally.",如果學生對老師表現出恭敬的態度，會自然而然地發展出更好的關係。,B1,conditional_1,12,noun (the student),Claude AI,,
3546,defiance,6,dɪ'faɪəns,(名) 違抗；反抗　(動) 公然違抗；蔑視,The student's refusal to follow the unfair rule showed clear defiance of authority.,這名學生拒絕遵守不公平的規則，顯示對權威的明確違抗。,B1,simple,11,noun,Claude AI,,
3547,defiant,,dɪ'faɪənt,(形) 挑戰性的；違抗的　(名) 挑戰者；反抗者,The students organized a protest to defy the unfair school policy.,學生們組織了一場抗議活動來違抗這項不公平的校園政策。,B1,infinitive_purpose,12,noun,Claude AI,,
3548,deficiency,,dɪ'fɪʃənsi,(名) 缺乏；不足；缺陷,Vitamin C deficiency can weaken the immune system and cause health problems.,維生素C缺乏會削弱免疫系統並造成健康問題。,B1,compound,11,noun (Vitamin C),Claude AI,,
3549,deficient,,dɪ'fɪʃənt,(形) 不足的；缺乏的；不及格的,"Because the student's nutrition was deficient, the doctor recommended taking vitamins daily.",因為這名學生的營養不足，醫生建議每天服用維生素。,B1,adv_clause,12,noun,Claude AI,,
3550,deficit,5,'dɛfəsɪt,(名) 赤字；虧損；不足,"Having accumulated a massive budget deficit over decades, the government finally implemented spending cuts.",由於累積了數十年龐大的預算赤字，政府終於實施支出削減。,B1,participial_perf,13,gerund_noun,Claude AI,,
